Year,Round,Circuit,TeamName,DriverA,DriverB,Quali_Delta,Grid_Delta,Points_Delta,Experience_Delta,FavoriteTrackAdvantage,TrackType,Target
2023,5,Miami,Haas F1 Team,MAG,HUL,-8.0,-8.0,-5.0,0,-5.0,street,1
2023,5,Miami,Haas F1 Team,HUL,MAG,8.0,8.0,5.0,0,5.0,street,0
2023,5,Miami,Mercedes,RUS,HAM,-7.0,-7.0,-20.0,0,-1.5,street,1
2023,5,Miami,Mercedes,HAM,RUS,7.0,7.0,20.0,0,1.5,street,0
2023,5,Miami,Red Bull Racing,VER,PER,8.0,8.0,15.0,0,-2.0,street,1
2023,5,Miami,Red Bull Racing,PER,VER,-8.0,-8.0,-15.0,0,2.0,street,0
2023,6,Monaco,Alpine,OCO,GAS,-3.0,-4.0,-2.0,0,-1.5,street,1
2023,6,Monaco,Alpine,GAS,OCO,3.0,4.0,2.0,0,1.5,street,0
2023,6,Monaco,Ferrari,LEC,SAI,-2.0,2.0,-18.0,0,-1.083333333333333,street,1
2023,6,Monaco,Ferrari,SAI,LEC,2.0,-2.0,18.0,0,1.083333333333333,street,0
2023,6,Monaco,Mercedes,HAM,RUS,-2.0,-3.0,16.0,0,1.0,street,1
2023,6,Monaco,Mercedes,RUS,HAM,2.0,3.0,-16.0,0,-1.0,street,0
2023,7,Barcelona,Alpine,OCO,GAS,3.0,-4.0,7.0,0,0.0,permanent,1
2023,7,Barcelona,Alpine,GAS,OCO,-3.0,4.0,-7.0,0,0.0,permanent,0
2023,7,Barcelona,Aston Martin,STR,ALO,-3.0,-3.0,-58.0,0,0.16666666666666607,permanent,1
2023,7,Barcelona,Aston Martin,ALO,STR,3.0,3.0,58.0,0,-0.16666666666666607,permanent,0
2023,7,Barcelona,Ferrari,SAI,LEC,-17.0,-17.0,14.0,0,1.4500000000000002,permanent,1
2023,7,Barcelona,Ferrari,LEC,SAI,17.0,17.0,-14.0,0,-1.4500000000000002,permanent,0
2023,7,Barcelona,Mercedes,HAM,RUS,-7.0,-8.0,18.0,0,-2.1999999999999997,permanent,1
2023,7,Barcelona,Mercedes,RUS,HAM,7.0,8.0,-18.0,0,2.1999999999999997,permanent,0
2023,7,Barcelona,Red Bull Racing,VER,PER,-10.0,-10.0,47.0,0,-1.75,permanent,1
2023,7,Barcelona,Red Bull Racing,PER,VER,10.0,10.0,-47.0,0,1.75,permanent,0
2023,8,Montréal,Alpine,OCO,GAS,-11.0,-9.0,10.0,0,-3.666666666666666,permanent,1
2023,8,Montréal,Alpine,GAS,OCO,11.0,9.0,-10.0,0,3.666666666666666,permanent,0
2023,8,Montréal,Aston Martin,ALO,STR,-10.0,-14.0,56.0,0,-2.666666666666666,permanent,1
2023,8,Montréal,Aston Martin,STR,ALO,10.0,14.0,-56.0,0,2.666666666666666,permanent,0
2023,8,Montréal,Ferrari,LEC,SAI,3.0,-1.0,-24.0,0,1.166666666666667,permanent,1
2023,8,Montréal,Ferrari,SAI,LEC,-3.0,1.0,24.0,0,-1.166666666666667,permanent,0
2023,8,Montréal,McLaren,PIA,NOR,2.0,1.0,-4.0,-2,-3.333333333333333,permanent,1
2023,8,Montréal,McLaren,NOR,PIA,-2.0,-1.0,4.0,2,3.333333333333333,permanent,0
2023,8,Montréal,Red Bull Racing,VER,PER,-11.0,-11.0,60.0,0,-4.75,permanent,1
2023,8,Montréal,Red Bull Racing,PER,VER,11.0,11.0,-60.0,0,4.75,permanent,0
2023,10,Silverstone,Alfa Romeo,BOT,ZHO,-2.0,3.0,1.0,1,-3.0,permanent,1
2023,10,Silverstone,Alfa Romeo,ZHO,BOT,2.0,-3.0,-1.0,-1,3.0,permanent,0
2023,10,Silverstone,AlphaTauri,TSU,DEV,-2.0,-2.0,1.0,1,-3.666666666666666,permanent,1
2023,10,Silverstone,AlphaTauri,DEV,TSU,2.0,2.0,-1.0,-1,3.666666666666666,permanent,0
2023,10,Silverstone,Aston Martin,ALO,STR,-3.0,-3.0,72.0,0,-2.5,permanent,1
2023,10,Silverstone,Aston Martin,STR,ALO,3.0,3.0,-72.0,0,2.5,permanent,0
2023,10,Silverstone,Ferrari,LEC,SAI,-1.0,-1.0,-22.0,0,2.0,permanent,1
2023,10,Silverstone,Ferrari,SAI,LEC,1.0,1.0,22.0,0,-2.0,permanent,0
2023,10,Silverstone,McLaren,NOR,PIA,-1.0,-1.0,4.0,2,-0.3333333333333335,permanent,1
2023,10,Silverstone,McLaren,PIA,NOR,1.0,1.0,-4.0,-2,0.3333333333333335,permanent,0
2023,10,Silverstone,Mercedes,HAM,RUS,1.0,1.0,36.0,0,-4.75,permanent,1
2023,10,Silverstone,Mercedes,RUS,HAM,-1.0,-1.0,-36.0,0,4.75,permanent,0
2023,10,Silverstone,Red Bull Racing,VER,PER,-14.0,-14.0,77.0,0,-0.25,permanent,1
2023,10,Silverstone,Red Bull Racing,PER,VER,14.0,14.0,-77.0,0,0.25,permanent,0
2023,10,Silverstone,Williams,ALB,SAR,-6.0,-6.0,7.0,1,-2.666666666666666,permanent,1
2023,10,Silverstone,Williams,SAR,ALB,6.0,6.0,-7.0,-1,2.666666666666666,permanent,0
2023,11,Budapest,Ferrari,LEC,SAI,-5.0,-5.0,-21.0,0,0.0,permanent,1
2023,11,Budapest,Ferrari,SAI,LEC,5.0,5.0,21.0,0,0.0,permanent,0
2023,11,Budapest,McLaren,NOR,PIA,-1.0,-1.0,10.0,2,0.3333333333333335,permanent,1
2023,11,Budapest,McLaren,PIA,NOR,1.0,1.0,-10.0,-2,-0.3333333333333335,permanent,0
2023,11,Budapest,Mercedes,HAM,RUS,-17.0,-17.0,41.0,0,-2.8499999999999996,permanent,1
2023,11,Budapest,Mercedes,RUS,HAM,17.0,17.0,-41.0,0,2.8499999999999996,permanent,0
2023,11,Budapest,Red Bull Racing,VER,PER,-7.0,-7.0,94.0,0,0.0,permanent,1
2023,11,Budapest,Red Bull Racing,PER,VER,7.0,7.0,-94.0,0,0.0,permanent,0
2023,13,Zandvoort,AlphaTauri,LAW,TSU,6.0,2.0,-1.0,-2,0.5,permanent,1
2023,13,Zandvoort,AlphaTauri,TSU,LAW,-6.0,-2.0,1.0,2,-0.5,permanent,0
2023,13,Zandvoort,Alpine,GAS,OCO,-5.0,-4.0,-14.0,0,-1.666666666666666,permanent,1
2023,13,Zandvoort,Alpine,OCO,GAS,5.0,4.0,14.0,0,1.666666666666666,permanent,0
2023,13,Zandvoort,Aston Martin,ALO,STR,-6.0,-6.0,80.0,0,-3.666666666666667,permanent,1
2023,13,Zandvoort,Aston Martin,STR,ALO,6.0,6.0,-80.0,0,3.666666666666667,permanent,0
2023,13,Zandvoort,Haas F1 Team,HUL,MAG,-3.0,14.0,4.0,0,-3.0,permanent,1
2023,13,Zandvoort,Haas F1 Team,MAG,HUL,3.0,-14.0,-4.0,0,3.0,permanent,0
2023,13,Zandvoort,McLaren,NOR,PIA,-6.0,-6.0,18.0,2,1.333333333333333,permanent,1
2023,13,Zandvoort,McLaren,PIA,NOR,6.0,6.0,-18.0,-2,-1.333333333333333,permanent,0
2023,13,Zandvoort,Mercedes,HAM,RUS,10.0,10.0,45.0,0,-4.000000000000001,permanent,1
2023,13,Zandvoort,Mercedes,RUS,HAM,-10.0,-10.0,-45.0,0,4.000000000000001,permanent,0
2023,13,Zandvoort,Red Bull Racing,VER,PER,-6.0,-6.0,104.0,0,-4.5,permanent,1
2023,13,Zandvoort,Red Bull Racing,PER,VER,6.0,6.0,-104.0,0,4.5,permanent,0
2023,14,Monza,Alfa Romeo,BOT,ZHO,-2.0,-2.0,1.0,1,-0.5,permanent,1
2023,14,Monza,Alfa Romeo,ZHO,BOT,2.0,2.0,-1.0,-1,0.5,permanent,0
2023,14,Monza,Aston Martin,ALO,STR,-10.0,-10.0,98.0,0,-6.0,permanent,1
2023,14,Monza,Aston Martin,STR,ALO,10.0,10.0,-98.0,0,6.0,permanent,0
2023,14,Monza,Ferrari,SAI,LEC,-2.0,-2.0,29.0,0,2.75,permanent,1
2023,14,Monza,Ferrari,LEC,SAI,2.0,2.0,-29.0,0,-2.75,permanent,0
2023,14,Monza,McLaren,NOR,PIA,2.0,2.0,22.0,2,-0.666666666666667,permanent,1
2023,14,Monza,McLaren,PIA,NOR,-2.0,-2.0,-22.0,-2,0.666666666666667,permanent,0
2023,14,Monza,Mercedes,RUS,HAM,-4.0,-4.0,-53.0,0,-0.5,permanent,1
2023,14,Monza,Mercedes,HAM,RUS,4.0,4.0,53.0,0,0.5,permanent,0
2023,14,Monza,Red Bull Racing,VER,PER,-3.0,-3.0,117.0,0,-3.083333333333333,permanent,1
2023,14,Monza,Red Bull Racing,PER,VER,3.0,3.0,-117.0,0,3.083333333333333,permanent,0
2023,14,Monza,Williams,ALB,SAR,-9.0,-9.0,15.0,1,-5.333333333333333,permanent,1
2023,14,Monza,Williams,SAR,ALB,9.0,9.0,-15.0,-1,5.333333333333333,permanent,0
2023,15,Marina Bay,Ferrari,SAI,LEC,-2.0,-2.0,32.0,0,-0.5833333333333335,permanent,1
2023,15,Marina Bay,Ferrari,LEC,SAI,2.0,2.0,-32.0,0,0.5833333333333335,permanent,0
2023,15,Marina Bay,Haas F1 Team,MAG,HUL,-3.0,-3.0,-4.0,0,-2.0,permanent,1
2023,15,Marina Bay,Haas F1 Team,HUL,MAG,3.0,3.0,4.0,0,2.0,permanent,0
2023,15,Marina Bay,McLaren,NOR,PIA,-13.0,-13.0,26.0,2,-2.166666666666667,permanent,1
2023,15,Marina Bay,McLaren,PIA,NOR,13.0,13.0,-26.0,-2,2.166666666666667,permanent,0
2023,15,Marina Bay,Red Bull Racing,VER,PER,-2.0,-2.0,124.0,0,-0.5,permanent,1
2023,15,Marina Bay,Red Bull Racing,PER,VER,2.0,2.0,-124.0,0,0.5,permanent,0
2023,15,Marina Bay,Williams,ALB,SAR,-4.0,-4.0,21.0,1,-3.0,permanent,1
2023,15,Marina Bay,Williams,SAR,ALB,4.0,4.0,-21.0,-1,3.0,permanent,0
2023,16,Suzuka,Alpine,OCO,GAS,2.0,2.0,-8.0,0,-3.333333333333332,permanent,1
2023,16,Suzuka,Alpine,GAS,OCO,-2.0,-2.0,8.0,0,3.333333333333332,permanent,0
2023,16,Suzuka,Ferrari,LEC,SAI,-2.0,-2.0,-45.0,0,-3.916666666666667,permanent,1
2023,16,Suzuka,Ferrari,SAI,LEC,2.0,2.0,45.0,0,3.916666666666667,permanent,0
2023,16,Suzuka,McLaren,NOR,PIA,1.0,1.0,38.0,2,0.08333333333333304,permanent,1
2023,16,Suzuka,McLaren,PIA,NOR,-1.0,-1.0,-38.0,-2,-0.08333333333333304,permanent,0
2023,16,Suzuka,Mercedes,HAM,RUS,-1.0,-1.0,66.0,0,-0.25,permanent,1
2023,16,Suzuka,Mercedes,RUS,HAM,1.0,1.0,-66.0,0,0.25,permanent,0
2023,19,Mexico City,Alfa Romeo,ZHO,BOT,1.0,1.0,-2.0,-1,-1.0,permanent,1
2023,19,Mexico City,Alfa Romeo,BOT,ZHO,-1.0,-1.0,2.0,1,1.0,permanent,0
2023,19,Mexico City,AlphaTauri,RIC,TSU,-11.0,-14.0,-1.0,0,-2.0,permanent,1
2023,19,Mexico City,AlphaTauri,TSU,RIC,11.0,14.0,1.0,0,2.0,permanent,0
2023,19,Mexico City,Alpine,OCO,GAS,5.0,4.0,-7.0,0,3.166666666666666,permanent,1
2023,19,Mexico City,Alpine,GAS,OCO,-5.0,-4.0,7.0,0,-3.166666666666666,permanent,0
2023,19,Mexico City,Ferrari,LEC,SAI,-1.0,-1.0,-41.0,0,-0.4166666666666665,permanent,1
2023,19,Mexico City,Ferrari,SAI,LEC,1.0,1.0,41.0,0,0.4166666666666665,permanent,0
2023,19,Mexico City,McLaren,NOR,PIA,12.0,10.0,41.0,2,-2.5,permanent,1
2023,19,Mexico City,McLaren,PIA,NOR,-12.0,-10.0,-41.0,-2,2.5,permanent,0
2023,19,Mexico City,Mercedes,HAM,RUS,-2.0,-2.0,70.0,0,-2.0,permanent,1
2023,19,Mexico City,Mercedes,RUS,HAM,2.0,2.0,-70.0,0,2.0,permanent,0
2023,21,Las Vegas,Alfa Romeo,ZHO,BOT,10.0,10.0,-2.0,-1,-3.0,street,1
2023,21,Las Vegas,Alfa Romeo,BOT,ZHO,-10.0,-10.0,2.0,1,3.0,street,0
2023,21,Las Vegas,Alpine,OCO,GAS,12.0,12.0,-6.0,0,-5.5,street,1
2023,21,Las Vegas,Alpine,GAS,OCO,-12.0,-12.0,6.0,0,5.5,street,0
2023,21,Las Vegas,Aston Martin,STR,ALO,4.0,10.0,-104.0,0,-0.3333333333333339,street,1
2023,21,Las Vegas,Aston Martin,ALO,STR,-4.0,-10.0,104.0,0,0.3333333333333339,street,0
2023,21,Las Vegas,Ferrari,LEC,SAI,-1.0,-11.0,-38.0,0,-1.3333333333333335,street,1
2023,21,Las Vegas,Ferrari,SAI,LEC,1.0,11.0,38.0,0,1.3333333333333335,street,0
2023,21,Las Vegas,Mercedes,HAM,RUS,7.0,7.0,80.0,0,2.0000000000000004,street,1
2023,21,Las Vegas,Mercedes,RUS,HAM,-7.0,-7.0,-80.0,0,-2.0000000000000004,street,0
2023,21,Las Vegas,Red Bull Racing,VER,PER,-9.0,-9.0,180.0,0,-4.166666666666666,street,1
2023,21,Las Vegas,Red Bull Racing,PER,VER,9.0,9.0,-180.0,0,4.166666666666666,street,0
2023,21,Las Vegas,Williams,ALB,SAR,-1.0,-1.0,23.0,1,-4.0,street,1
2023,21,Las Vegas,Williams,SAR,ALB,1.0,1.0,-23.0,-1,4.0,street,0
2023,22,Yas Island,AlphaTauri,TSU,RIC,-9.0,-9.0,-5.0,0,-2.999999999999999,permanent,1
2023,22,Yas Island,AlphaTauri,RIC,TSU,9.0,9.0,5.0,0,2.999999999999999,permanent,0
2023,22,Yas Island,Alpine,OCO,GAS,2.0,2.0,6.0,0,-0.4166666666666661,permanent,1
2023,22,Yas Island,Alpine,GAS,OCO,-2.0,-2.0,-6.0,0,0.4166666666666661,permanent,0
2023,22,Yas Island,Aston Martin,ALO,STR,-6.0,-6.0,96.0,0,-2.333333333333334,permanent,1
2023,22,Yas Island,Aston Martin,STR,ALO,6.0,6.0,-96.0,0,2.333333333333334,permanent,0
2023,22,Yas Island,McLaren,NOR,PIA,2.0,2.0,46.0,2,-3.25,permanent,1
2023,22,Yas Island,McLaren,PIA,NOR,-2.0,-2.0,-46.0,-2,3.25,permanent,0
2023,22,Yas Island,Mercedes,RUS,HAM,-7.0,-7.0,-82.0,0,-0.666666666666667,permanent,1
2023,22,Yas Island,Mercedes,HAM,RUS,7.0,7.0,82.0,0,0.666666666666667,permanent,0
2023,22,Yas Island,Red Bull Racing,VER,PER,-8.0,-8.0,190.0,0,-1.25,permanent,1
2023,22,Yas Island,Red Bull Racing,PER,VER,8.0,8.0,-190.0,0,1.25,permanent,0
2023,22,Yas Island,Williams,ALB,SAR,-6.0,-6.0,23.0,1,-2.5,permanent,1
2023,22,Yas Island,Williams,SAR,ALB,6.0,6.0,-23.0,-1,2.5,permanent,0
2024,1,Sakhir,Aston Martin,ALO,STR,-6.0,-6.0,0.0,0,-2.0,permanent,1
2024,1,Sakhir,Aston Martin,STR,ALO,6.0,6.0,0.0,0,2.0,permanent,0
2024,1,Sakhir,Ferrari,SAI,LEC,2.0,2.0,0.0,0,0.5,permanent,1
2024,1,Sakhir,Ferrari,LEC,SAI,-2.0,-2.0,0.0,0,-0.5,permanent,0
2024,1,Sakhir,McLaren,NOR,PIA,-1.0,-1.0,0.0,2,2.5,permanent,1
2024,1,Sakhir,McLaren,PIA,NOR,1.0,1.0,0.0,-2,-2.5,permanent,0
2024,1,Sakhir,Mercedes,RUS,HAM,-6.0,-6.0,0.0,0,2.2,permanent,1
2024,1,Sakhir,Mercedes,HAM,RUS,6.0,6.0,0.0,0,-2.2,permanent,0
2024,1,Sakhir,Red Bull Racing,VER,PER,-4.0,-4.0,0.0,0,-0.5,permanent,1
2024,1,Sakhir,Red Bull Racing,PER,VER,4.0,4.0,0.0,0,0.5,permanent,0
2024,2,Jeddah,Ferrari,LEC,BEA,-9.0,-9.0,12.0,3,-5.6,street,1
2024,2,Jeddah,Ferrari,BEA,LEC,9.0,9.0,-12.0,-3,5.6,street,0
2024,2,Jeddah,Haas F1 Team,HUL,MAG,2.0,2.0,0.0,0,1.0,street,1
2024,2,Jeddah,Haas F1 Team,MAG,HUL,-2.0,-2.0,0.0,0,-1.0,street,0
2024,2,Jeddah,McLaren,PIA,NOR,-1.0,-1.0,-4.0,-2,-2.5333333333333323,street,1
2024,2,Jeddah,McLaren,NOR,PIA,1.0,1.0,4.0,2,2.5333333333333323,street,0
2024,2,Jeddah,Mercedes,RUS,HAM,-1.0,-1.0,4.0,0,-1.4000000000000004,street,1
2024,2,Jeddah,Mercedes,HAM,RUS,1.0,1.0,-4.0,0,1.4000000000000004,street,0
2024,2,Jeddah,Red Bull Racing,VER,PER,-2.0,-2.0,7.0,0,-0.7333333333333334,street,1
2024,2,Jeddah,Red Bull Racing,PER,VER,2.0,2.0,-7.0,0,0.7333333333333334,street,0
2024,3,Melbourne,Aston Martin,STR,ALO,-1.0,-1.0,-11.0,0,-2.333333333333334,permanent,1
2024,3,Melbourne,Aston Martin,ALO,STR,1.0,1.0,11.0,0,2.333333333333334,permanent,0
2024,3,Melbourne,Ferrari,SAI,LEC,-3.0,-2.0,-12.0,0,2.8333333333333335,permanent,1
2024,3,Melbourne,Ferrari,LEC,SAI,3.0,2.0,12.0,0,-2.8333333333333335,permanent,0
2024,3,Melbourne,McLaren,NOR,PIA,-2.0,-2.0,-4.0,2,-3.25,permanent,1
2024,3,Melbourne,McLaren,PIA,NOR,2.0,2.0,4.0,-2,3.25,permanent,0
2024,4,Suzuka,Ferrari,SAI,LEC,-4.0,-4.0,-5.0,0,3.916666666666667,permanent,1
2024,4,Suzuka,Ferrari,LEC,SAI,4.0,4.0,5.0,0,-3.916666666666667,permanent,0
2024,4,Suzuka,McLaren,NOR,PIA,-3.0,-3.0,-1.0,2,0.08333333333333304,permanent,1
2024,4,Suzuka,McLaren,PIA,NOR,3.0,3.0,1.0,-2,-0.08333333333333304,permanent,0
2024,4,Suzuka,Mercedes,RUS,HAM,2.0,2.0,10.0,0,0.25,permanent,1
2024,4,Suzuka,Mercedes,HAM,RUS,-2.0,-2.0,-10.0,0,-0.25,permanent,0
2024,4,Suzuka,Red Bull Racing,VER,PER,-1.0,-1.0,4.0,0,-1.0,permanent,1
2024,4,Suzuka,Red Bull Racing,PER,VER,1.0,1.0,-4.0,0,1.0,permanent,0
2024,7,Imola,Ferrari,LEC,SAI,-1.0,-1.0,2.0,0,-1.666666666666667,permanent,1
2024,7,Imola,Ferrari,SAI,LEC,1.0,1.0,-2.0,0,1.666666666666667,permanent,0
2024,7,Imola,McLaren,NOR,PIA,1.0,-3.0,5.0,2,-1.1666666666666665,permanent,1
2024,7,Imola,McLaren,PIA,NOR,-1.0,3.0,-5.0,-2,1.1666666666666665,permanent,0
2024,7,Imola,Mercedes,HAM,RUS,2.0,2.0,-14.0,0,-3.0,permanent,1
2024,7,Imola,Mercedes,RUS,HAM,-2.0,-2.0,14.0,0,3.0,permanent,0
2024,7,Imola,Red Bull Racing,VER,PER,-10.0,-10.0,11.0,0,-8.5,permanent,1
2024,7,Imola,Red Bull Racing,PER,VER,10.0,10.0,-11.0,0,8.5,permanent,0
2024,8,Monaco,Ferrari,LEC,SAI,-2.0,-2.0,7.0,0,-1.083333333333333,street,1
2024,8,Monaco,Ferrari,SAI,LEC,2.0,2.0,-7.0,0,1.083333333333333,street,0
2024,8,Monaco,McLaren,PIA,NOR,-2.0,-2.0,-11.0,-2,-1.1666666666666665,street,1
2024,8,Monaco,McLaren,NOR,PIA,2.0,2.0,11.0,2,1.1666666666666665,street,0
2024,8,Monaco,Mercedes,RUS,HAM,-2.0,-2.0,12.0,0,-1.0,street,1
2024,8,Monaco,Mercedes,HAM,RUS,2.0,2.0,-12.0,0,1.0,street,0
2024,9,Montréal,Alpine,GAS,OCO,-3.0,-3.0,0.0,0,3.666666666666666,permanent,1
2024,9,Montréal,Alpine,OCO,GAS,3.0,3.0,0.0,0,-3.666666666666666,permanent,0
2024,9,Montréal,Aston Martin,ALO,STR,-3.0,-3.0,13.0,0,-2.666666666666666,permanent,1
2024,9,Montréal,Aston Martin,STR,ALO,3.0,3.0,-13.0,0,2.666666666666666,permanent,0
2024,9,Montréal,Haas F1 Team,HUL,MAG,5.0,3.0,3.0,0,-5.0,permanent,1
2024,9,Montréal,Haas F1 Team,MAG,HUL,-5.0,-3.0,-3.0,0,5.0,permanent,0
2024,9,Montréal,McLaren,NOR,PIA,-1.0,-1.0,5.0,2,3.333333333333333,permanent,1
2024,9,Montréal,McLaren,PIA,NOR,1.0,1.0,-5.0,-2,-3.333333333333333,permanent,0
2024,9,Montréal,Mercedes,RUS,HAM,-6.0,-6.0,16.0,0,-1.3333333333333335,permanent,1
2024,9,Montréal,Mercedes,HAM,RUS,6.0,6.0,-16.0,0,1.3333333333333335,permanent,0
2024,9,Montréal,RB,RIC,TSU,-3.0,-3.0,-6.0,0,-4.5,permanent,1
2024,9,Montréal,RB,TSU,RIC,3.0,3.0,6.0,0,4.5,permanent,0
2024,10,Barcelona,Alpine,GAS,OCO,-2.0,-1.0,1.0,0,0.0,permanent,1
2024,10,Barcelona,Alpine,OCO,GAS,2.0,1.0,-1.0,0,0.0,permanent,0
2024,10,Barcelona,Ferrari,LEC,SAI,-1.0,-1.0,17.0,0,-1.4500000000000002,permanent,1
2024,10,Barcelona,Ferrari,SAI,LEC,1.0,1.0,-17.0,0,1.4500000000000002,permanent,0
2024,10,Barcelona,McLaren,NOR,PIA,-9.0,-8.0,13.0,2,1.0,permanent,1
2024,10,Barcelona,McLaren,PIA,NOR,9.0,8.0,-13.0,-2,-1.0,permanent,0
2024,10,Barcelona,Mercedes,HAM,RUS,-1.0,-1.0,-19.0,0,-2.1999999999999997,permanent,1
2024,10,Barcelona,Mercedes,RUS,HAM,1.0,1.0,19.0,0,2.1999999999999997,permanent,0
2024,10,Barcelona,Red Bull Racing,VER,PER,-6.0,-9.0,65.0,0,-1.75,permanent,1
2024,10,Barcelona,Red Bull Racing,PER,VER,6.0,9.0,-65.0,0,1.75,permanent,0
2024,12,Silverstone,Aston Martin,STR,ALO,-2.0,-2.0,-15.0,0,2.5,permanent,1
2024,12,Silverstone,Aston Martin,ALO,STR,2.0,2.0,15.0,0,-2.5,permanent,0
2024,12,Silverstone,Haas F1 Team,HUL,MAG,-11.0,-11.0,3.0,0,-3.666666666666667,permanent,1
2024,12,Silverstone,Haas F1 Team,MAG,HUL,11.0,11.0,-3.0,0,3.666666666666667,permanent,0
2024,12,Silverstone,McLaren,NOR,PIA,-2.0,-2.0,25.0,2,-0.3333333333333335,permanent,1
2024,12,Silverstone,McLaren,PIA,NOR,2.0,2.0,-25.0,-2,0.3333333333333335,permanent,0
2024,12,Silverstone,Williams,ALB,SAR,-3.0,-3.0,0.0,1,-2.666666666666666,permanent,1
2024,12,Silverstone,Williams,SAR,ALB,3.0,3.0,0.0,-1,2.666666666666666,permanent,0
2024,13,Budapest,Aston Martin,STR,ALO,1.0,1.0,-13.0,0,1.9333333333333336,permanent,1
2024,13,Budapest,Aston Martin,ALO,STR,-1.0,-1.0,13.0,0,-1.9333333333333336,permanent,0
2024,13,Budapest,Ferrari,LEC,SAI,2.0,2.0,9.0,0,0.0,permanent,1
2024,13,Budapest,Ferrari,SAI,LEC,-2.0,-2.0,-9.0,0,0.0,permanent,0
2024,13,Budapest,McLaren,PIA,NOR,1.0,1.0,-28.0,-2,-0.3333333333333335,permanent,1
2024,13,Budapest,McLaren,NOR,PIA,-1.0,-1.0,28.0,2,0.3333333333333335,permanent,0
2024,13,Budapest,Mercedes,HAM,RUS,-12.0,-12.0,9.0,0,-2.8499999999999996,permanent,1
2024,13,Budapest,Mercedes,RUS,HAM,12.0,12.0,-9.0,0,2.8499999999999996,permanent,0
2024,13,Budapest,Red Bull Racing,VER,PER,-13.0,-13.0,104.0,0,0.0,permanent,1
2024,13,Budapest,Red Bull Racing,PER,VER,13.0,13.0,-104.0,0,0.0,permanent,0
2024,14,Spa-Francorchamps,Alpine,OCO,GAS,-2.0,-3.0,-2.0,0,-1.666666666666667,permanent,1
2024,14,Spa-Francorchamps,Alpine,GAS,OCO,2.0,3.0,2.0,0,1.666666666666667,permanent,0
2024,14,Spa-Francorchamps,Aston Martin,ALO,STR,-6.0,-7.0,12.0,0,-6.0,permanent,1
2024,14,Spa-Francorchamps,Aston Martin,STR,ALO,6.0,7.0,-12.0,0,6.0,permanent,0
2024,14,Spa-Francorchamps,Ferrari,LEC,SAI,-6.0,-6.0,13.0,0,-0.6666666666666661,permanent,1
2024,14,Spa-Francorchamps,Ferrari,SAI,LEC,6.0,6.0,-13.0,0,0.6666666666666661,permanent,0
2024,14,Spa-Francorchamps,Haas F1 Team,MAG,HUL,1.0,1.0,-11.0,0,-3.0,permanent,1
2024,14,Spa-Francorchamps,Haas F1 Team,HUL,MAG,-1.0,-1.0,11.0,0,3.0,permanent,0
2024,14,Spa-Francorchamps,McLaren,PIA,NOR,1.0,1.0,-21.0,-2,-8.333333333333334,permanent,1
2024,14,Spa-Francorchamps,McLaren,NOR,PIA,-1.0,-1.0,21.0,2,8.333333333333334,permanent,0
2024,14,Spa-Francorchamps,RB,RIC,TSU,-5.0,-7.0,-5.0,0,-5.0,permanent,1
2024,14,Spa-Francorchamps,RB,TSU,RIC,5.0,7.0,5.0,0,5.0,permanent,0
2024,14,Spa-Francorchamps,Red Bull Racing,VER,PER,-2.0,9.0,108.0,0,-7.333333333333334,permanent,1
2024,14,Spa-Francorchamps,Red Bull Racing,PER,VER,2.0,-9.0,-108.0,0,7.333333333333334,permanent,0
2024,14,Spa-Francorchamps,Williams,ALB,SAR,-8.0,-8.0,2.0,1,-6.0,permanent,1
2024,14,Spa-Francorchamps,Williams,SAR,ALB,8.0,8.0,-2.0,-1,6.0,permanent,0
2024,15,Zandvoort,Ferrari,LEC,SAI,-4.0,-4.0,20.0,0,-3.5,permanent,1
2024,15,Zandvoort,Ferrari,SAI,LEC,4.0,4.0,-20.0,0,3.5,permanent,0
2024,15,Zandvoort,McLaren,NOR,PIA,-2.0,-2.0,13.0,2,1.333333333333333,permanent,1
2024,15,Zandvoort,McLaren,PIA,NOR,2.0,2.0,-13.0,-2,-1.333333333333333,permanent,0
2024,15,Zandvoort,Mercedes,RUS,HAM,-7.0,-10.0,-45.0,0,4.000000000000001,permanent,1
2024,15,Zandvoort,Mercedes,HAM,RUS,7.0,10.0,45.0,0,-4.000000000000001,permanent,0
2024,15,Zandvoort,Red Bull Racing,VER,PER,-3.0,-3.0,114.0,0,-4.5,permanent,1
2024,15,Zandvoort,Red Bull Racing,PER,VER,3.0,3.0,-114.0,0,4.5,permanent,0
2024,16,Monza,Ferrari,LEC,SAI,-1.0,-1.0,25.0,0,-2.75,permanent,1
2024,16,Monza,Ferrari,SAI,LEC,1.0,1.0,-25.0,0,2.75,permanent,0
2024,16,Monza,McLaren,PIA,NOR,1.0,1.0,-26.0,-2,0.666666666666667,permanent,1
2024,16,Monza,McLaren,NOR,PIA,-1.0,-1.0,26.0,2,-0.666666666666667,permanent,0
2024,16,Monza,Mercedes,HAM,RUS,3.0,3.0,43.0,0,0.5,permanent,1
2024,16,Monza,Mercedes,RUS,HAM,-3.0,-3.0,-43.0,0,-0.5,permanent,0
2024,16,Monza,Red Bull Racing,VER,PER,-1.0,-1.0,124.0,0,-3.083333333333333,permanent,1
2024,16,Monza,Red Bull Racing,PER,VER,1.0,1.0,-124.0,0,3.083333333333333,permanent,0
